GO_ID,Name,Namespace,Enrichment,Study_Count,Study_Total,Population_Count,Population_Total,P_Value,FDR
GO:0035770,ribonucleoprotein granule,CC,p,63,3765,672,20413,3.6091481843880746e-11,5.398706112603271e-09
GO:0045595,regulation of cell differentiation,BP,e,319,3765,1235,20413,3.751444525848002e-11,5.5708951208842826e-09
GO:0022603,regulation of anatomical structure morphogenesis,BP,e,192,3765,668,20413,4.289851217670694e-11,6.279422928837538e-09
GO:0040017,positive regulation of locomotion,BP,e,162,3765,539,20413,4.260041204496583e-11,6.279422928837538e-09
GO:0098798,mitochondrial protein-containing complex,CC,p,4,3765,175,20413,5.191035450803407e-11,7.544673013710228e-09
GO:0005743,mitochondrial inner membrane,CC,p,38,3765,477,20413,7.429974988132795e-11,1.0722709678296153e-08
GO:0006412,translation,BP,p,9,3765,227,20413,7.537760572932348e-11,1.0802190728748433e-08
GO:0009451,RNA modification,BP,p,4,3765,173,20413,7.863213209403403e-11,1.1190335298632218e-08
GO:2000147,positive regulation of cell motility,BP,e,158,3765,526,20413,7.992585805282389e-11,1.1296004200527723e-08
GO:0043235,signaling receptor complex,CC,e,135,3765,431,20413,9.058845612453527e-11,1.27152687079459e-08
GO:0032870,cellular response to hormone stimulus,BP,e,101,3765,295,20413,9.802359326745958e-11,1.3665289094081968e-08
GO:0140392,extracellular protein-containing complex,CC,e,59,3765,141,20413,1.0213528342173754e-10,1.4096609202786967e-08
GO:0006338,chromatin remodeling,BP,p,53,3765,589,20413,1.024932792277977e-10,1.4096609202786967e-08
GO:0023052,signaling,BP,e,146,3765,480,20413,1.2599166763158808e-10,1.7212981631827565e-08
GO:0001525,angiogenesis,BP,e,68,3765,172,20413,1.2860712418849782e-10,1.7453945668840304e-08
GO:0019866,organelle inner membrane,CC,p,45,3765,528,20413,1.3004305639760794e-10,1.7532712860238022e-08
GO:0051168,nuclear export,BP,p,1,3765,129,20413,1.5411266023270794e-10,2.064203102058094e-08
GO:0030155,regulation of cell adhesion,BP,e,194,3765,687,20413,1.614130524478703e-10,2.1479465479313025e-08
GO:0006886,intracellular protein transport,BP,p,39,3765,478,20413,1.7468047370525126e-10,2.3095012565430415e-08
GO:0034329,cell junction assembly,BP,e,84,3765,233,20413,2.2237276508580266e-10,2.9212083813483038e-08
GO:0060429,epithelium development,BP,e,60,3765,147,20413,2.653211782272902e-10,3.4632018505808015e-08
GO:0007267,cell-cell signaling,BP,e,139,3765,458,20413,4.997737132117188e-10,6.482191585346679e-08
GO:0019219,regulation of nucleobase-containing compound metabolic process,BP,p,499,3765,3387,20413,5.070049338760149e-10,6.534623968503882e-08
GO:1901701,cellular response to oxygen-containing compound,BP,e,205,3765,743,20413,5.407886284905547e-10,6.926488352285585e-08
GO:0008284,positive regulation of cell population proliferation,BP,e,197,3765,709,20413,5.67510166379011e-10,7.223593689195697e-08
GO:0034655,nucleobase-containing compound catabolic process,BP,p,26,3765,364,20413,7.986611342259318e-10,1.0103063347958039e-07
GO:0003735,structural constituent of ribosome,MF,p,4,3765,159,20413,8.983904611704675e-10,1.129491762010208e-07
GO:0098552,side of membrane,CC,e,169,3765,591,20413,9.266172443014413e-10,1.157876048016429e-07
GO:0010817,regulation of hormone levels,BP,e,131,3765,429,20413,1.026819281460611e-09,1.2753095475740789e-07
GO:0016604,nuclear body,CC,p,81,3765,768,20413,1.0638373412177311e-09,1.3133264237093352e-07
GO:0019199,transmembrane receptor protein kinase activity,MF,e,38,3765,78,20413,1.1446451243478265e-09,1.404623504985629e-07
GO:0019787,ubiquitin-like protein transferase activity,MF,p,39,3765,462,20413,1.350130886166235e-09,1.6469185863217056e-07
GO:0022613,ribonucleoprotein complex biogenesis,BP,p,2,3765,132,20413,1.3736542675884082e-09,1.6656980417567603e-07
GO:0070887,cellular response to chemical stimulus,BP,e,292,3765,1149,20413,1.8220367037253748e-09,2.196411657026124e-07
GO:0051241,negative regulation of multicellular organismal process,BP,e,240,3765,912,20413,1.8681355701113667e-09,2.2388129963913587e-07
GO:0042391,regulation of membrane potential,BP,e,118,3765,380,20413,1.9715853028026934e-09,2.3490521866474184e-07
GO:0010498,proteasomal protein catabolic process,BP,p,42,3765,482,20413,2.0208780704998587e-09,2.3938644103325783e-07
GO:0048598,embryonic morphogenesis,BP,e,68,3765,183,20413,2.1403111595916377e-09,2.5207699191673233e-07
GO:0042383,sarcolemma,CC,e,47,3765,109,20413,2.454607680239891e-09,2.8744157252089193e-07
GO:0000151,ubiquitin ligase complex,CC,p,29,3765,379,20413,2.69407409627022e-09,3.1369125258446373e-07
GO:0044085,cellular component biogenesis,BP,p,3,3765,142,20413,2.730967633835601e-09,3.161905068937456e-07
GO:0140149,non-collagenous component of interstitial matrix,CC,e,45,3765,102,20413,2.902879045776663e-09,3.342061813769728e-07
GO:0016324,apical plasma membrane,CC,e,118,3765,383,20413,3.4138220747384806e-09,3.9083494847829993e-07
GO:0045121,membrane raft,CC,e,95,3765,288,20413,3.4879488357369654e-09,3.971029749486535e-07
GO:0008285,negative regulation of cell population proliferation,BP,e,155,3765,538,20413,3.507466221031441e-09,3.971188136331344e-07
GO:0009887,animal organ morphogenesis,BP,e,89,3765,266,20413,3.739224530361309e-09,4.2103257308073793e-07
GO:0051050,positive regulation of transport,BP,e,200,3765,738,20413,4.067869988987478e-09,4.555347523733354e-07
GO:0098857,membrane microdomain,CC,e,95,3765,290,20413,4.126343094804333e-09,4.5957146218383255e-07
GO:0016755,aminoacyltransferase activity,MF,p,42,3765,474,20413,4.67200567475954e-09,5.17531958339715e-07
GO:0006400,tRNA modification,BP,p,0,3765,96,20413,5.600530160911634e-09,6.147409494865973e-07
GO:0007169,cell surface receptor protein tyrosine kinase signaling pathway,BP,e,112,3765,360,20413,5.6095524107741034e-09,6.147409494865973e-07
GO:0005840,ribosome,CC,p,7,3765,180,20413,6.154784227512099e-09,6.70904219012795e-07
GO:0016323,basolateral plasma membrane,CC,e,85,3765,253,20413,6.762326292661971e-09,7.332293794472051e-07
GO:0045184,establishment of protein localization,BP,p,97,3765,858,20413,7.4086235564891255e-09,7.990785397006928e-07
GO:0009058,biosynthetic process,BP,p,296,3765,2120,20413,7.636407749120167e-09,8.193345759304692e-07
GO:0005539,glycosaminoglycan binding,MF,e,61,3765,161,20413,7.8323676001851e-09,8.359828605760065e-07
GO:0019838,growth factor binding,MF,e,51,3765,125,20413,8.191900336558375e-09,8.698270134564289e-07
GO:0007156,homophilic cell-cell adhesion,BP,e,62,3765,166,20413,8.256457746916255e-09,8.721628278739939e-07
GO:0042592,homeostatic process,BP,e,267,3765,1050,20413,9.41712341559959e-09,9.896672315686277e-07
GO:0004714,transmembrane receptor protein tyrosine kinase activity,MF,e,31,3765,61,20413,1.063654588264521e-08,1.1121159937400423e-06
GO:0005684,U2-type spliceosomal complex,CC,p,1,3765,107,20413,1.1708782839376511e-08,1.2180105925245829e-06
GO:0001570,vasculogenesis,BP,e,24,3765,41,20413,1.284704347658411e-08,1.3296689998264554e-06
GO:1901698,response to nitrogen compound,BP,e,175,3765,637,20413,1.2915558536004149e-08,1.3300429199916233e-06
GO:0140168,nuclear ribonucleoprotein granule,CC,p,40,3765,449,20413,1.6390260119429267e-08,1.6794280031373197e-06
GO:0098797,plasma membrane protein complex,CC,e,164,3765,591,20413,1.8063386998497584e-08,1.8235122648286254e-06
GO:0071013,catalytic step 2 spliceosome,CC,p,1,3765,105,20413,1.7984471958796578e-08,1.8235122648286254e-06
GO:0048193,Golgi vesicle transport,BP,p,19,3765,283,20413,1.7897714629807603e-08,1.8235122648286254e-06
GO:0098657,import into cell,BP,e,152,3765,539,20413,2.0289919845491667e-08,2.0382418009493175e-06
GO:0034243,regulation of transcription elongation by RNA polymerase II,BP,p,0,3765,90,20413,2.2396879743911493e-08,2.2389232028876985e-06
GO:1904949,ATPase complex,CC,p,4,3765,142,20413,2.309734016141756e-08,2.297736854019078e-06
GO:0051252,regulation of RNA metabolic process,BP,p,462,3765,3095,20413,2.599416499324075e-08,2.5734223343308343e-06
GO:0004842,ubiquitin-protein transferase activity,MF,p,37,3765,422,20413,2.6302811997740957e-08,2.5914592609120454e-06
GO:0071396,cellular response to lipid,BP,e,114,3765,378,20413,2.9324531178404844e-08,2.8753474518614855e-06
GO:0010646,regulation of cell communication,BP,e,692,3765,3141,20413,3.166298457859876e-08,3.089854966520116e-06
GO:0048518,positive regulation of biological process,BP,e,1135,3765,5412,20413,3.333011608395243e-08,3.237128288665579e-06
GO:0003712,transcription coregulator activity,MF,p,51,3765,524,20413,3.443913842484068e-08,3.329062564812548e-06
GO:0001936,regulation of endothelial cell proliferation,BP,e,49,3765,124,20413,3.673392817069684e-08,3.5342177934370436e-06
GO:0007389,pattern specification process,BP,e,68,3765,194,20413,3.708023680255057e-08,3.5508658541806956e-06
GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,BP,p,35,3765,403,20413,3.939694964075155e-08,3.7551706464554493e-06
GO:0030684,preribosome,CC,p,1,3765,101,20413,4.273798044433759e-08,4.054765894656529e-06
GO:0002040,sprouting angiogenesis,BP,e,20,3765,32,20413,4.5070066941860457e-08,4.256046324101696e-06
GO:0032784,regulation of DNA-templated transcription elongation,BP,p,1,3765,102,20413,4.5274879161380454e-08,4.256046324101696e-06
GO:0051093,negative regulation of developmental process,BP,e,188,3765,705,20413,4.672214736191385e-08,4.372040940126486e-06
GO:0009056,catabolic process,BP,p,254,3765,1831,20413,5.3507726971443456e-08,4.984244767389958e-06
GO:0005178,integrin binding,MF,e,56,3765,150,20413,5.7326937976810085e-08,5.315841357279498e-06
GO:0015031,protein transport,BP,p,74,3765,679,20413,6.221159070544764e-08,5.7428023798501735e-06
GO:0034654,nucleobase-containing compound biosynthetic process,BP,p,78,3765,706,20413,6.327971069887336e-08,5.815206777363281e-06
GO:0070160,tight junction,CC,e,50,3765,129,20413,6.540139697642051e-08,5.983351911775829e-06
GO:0120114,Sm-like protein family complex,CC,p,1,3765,98,20413,6.598346322272214e-08,6.009773830325532e-06
GO:0030855,epithelial cell differentiation,BP,e,78,3765,236,20413,6.734612906218916e-08,6.106744348988684e-06
GO:0030674,protein-macromolecule adaptor activity,MF,p,121,3765,991,20413,6.954927854681092e-08,6.278737291893375e-06
GO:0043408,regulation of MAPK cascade,BP,e,155,3765,561,20413,7.109447050861926e-08,6.390083263741818e-06
GO:0043228,membraneless organelle,CC,p,548,3765,3573,20413,8.926757996513587e-08,7.988473869980477e-06
GO:0042562,hormone binding,MF,e,33,3765,72,20413,9.112017863870237e-08,8.118807916708382e-06
GO:1901343,negative regulation of vasculature development,BP,e,42,3765,102,20413,9.926162608139163e-08,8.805924256649173e-06
GO:0043232,intracellular membraneless organelle,CC,p,548,3765,3571,20413,1.0098756495543766e-07,8.920423140654242e-06
GO:0007010,cytoskeleton organization,BP,e,227,3765,890,20413,1.0198884655223575e-07,8.970203572510588e-06
GO:0097305,response to alcohol,BP,e,74,3765,221,20413,1.0358286508587852e-07,9.071468607713285e-06
GO:1904018,positive regulation of vasculature development,BP,e,57,3765,156,20413,1.0970458447619749e-07,9.566706594343469e-06
GO:0005923,bicellular tight junction,CC,e,48,3765,123,20413,1.1832750632321673e-07,1.0274938928312204e-05
GO:0060255,regulation of macromolecule metabolic process,BP,p,797,3765,4999,20413,1.216220043410569e-07,1.0516454577895693e-05
GO:0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,BP,e,62,3765,176,20413,1.2732645913759138e-07,1.096345011389353e-05
GO:0016525,negative regulation of angiogenesis,BP,e,41,3765,99,20413,1.2984582016223706e-07,1.113359996897374e-05
GO:0007189,adenylate cyclase-activating G protein-coupled receptor signaling pathway,BP,e,51,3765,135,20413,1.378217203001431e-07,1.176825214212847e-05
GO:0001664,G protein-coupled receptor binding,MF,e,74,3765,224,20413,1.3879861630579592e-07,1.1802489808940564e-05
GO:0050877,nervous system process,BP,e,144,3765,518,20413,1.4688362607062256e-07,1.2387185798622503e-05
GO:0070372,regulation of ERK1 and ERK2 cascade,BP,e,80,3765,248,20413,1.4641661268776545e-07,1.2387185798622503e-05
GO:0042221,response to chemical,BP,e,459,3765,2006,20413,1.5008276442302556e-07,1.26051069316437e-05
GO:0080090,regulation of primary metabolic process,BP,p,710,3765,4497,20413,1.516364621559541e-07,1.2683616403926396e-05
GO:0045216,cell-cell junction organization,BP,e,54,3765,147,20413,1.550055465303547e-07,1.2912718150595767e-05
GO:0001653,peptide receptor activity,MF,e,38,3765,90,20413,1.5671637360382762e-07,1.3002383175154815e-05
GO:0033108,mitochondrial respiratory chain complex assembly,BP,p,1,3765,95,20413,1.5950157956217995e-07,1.3127172168545195e-05
GO:2000181,negative regulation of blood vessel morphogenesis,BP,e,41,3765,100,20413,1.5922938554898923e-07,1.3127172168545195e-05
GO:0016607,nuclear speck,CC,p,35,3765,392,20413,1.6153821646223582e-07,1.3241610679842395e-05
GO:0035239,tube morphogenesis,BP,e,56,3765,154,20413,1.6488439832142928e-07,1.3462055676498208e-05
GO:0006405,RNA export from nucleus,BP,p,0,3765,78,20413,1.92519402523034e-07,1.5655952840891016e-05
GO:0006974,DNA damage response,BP,p,80,3765,707,20413,1.9411482259345005e-07,1.5707018354775684e-05
GO:0006959,humoral immune response,BP,e,63,3765,181,20413,1.9468026458366388e-07,1.5707018354775684e-05
GO:0051049,regulation of transport,BP,e,325,3765,1360,20413,2.1402622031057441e-07,1.7200154246370987e-05
GO:0000209,protein polyubiquitination,BP,p,16,3765,240,20413,2.2525728996950677e-07,1.8032022044316808e-05
GO:0015934,large ribosomal subunit,CC,p,2,3765,107,20413,2.2662815615812773e-07,1.8071170444157632e-05
GO:0031966,mitochondrial membrane,CC,p,88,3765,759,20413,2.3128088844629788e-07,1.8370694755542568e-05
GO:0023051,regulation of signaling,BP,e,683,3765,3134,20413,2.4590810262101725e-07,1.937353627913287e-05
GO:0031123,RNA 3'-end processing,BP,p,1,3765,93,20413,2.486331938423825e-07,1.937353627913287e-05
GO:0045766,positive regulation of angiogenesis,BP,e,55,3765,152,20413,2.4815663861694216e-07,1.937353627913287e-05
GO:0006402,mRNA catabolic process,BP,p,5,3765,140,20413,2.4699320530032913e-07,1.937353627913287e-05
GO:0061659,ubiquitin-like protein ligase activity,MF,p,33,3765,374,20413,2.473416834962305e-07,1.937353627913287e-05
GO:1905952,regulation of lipid localization,BP,e,50,3765,134,20413,2.5053599200359945e-07,1.944785637927941e-05
GO:0065003,protein-containing complex assembly,BP,p,153,3765,1180,20413,2.522187567176289e-07,1.9504599929865546e-05
GO:0008544,epidermis development,BP,e,37,3765,88,20413,2.572940761286691e-07,1.9822283842499307e-05
GO:0006954,inflammatory response,BP,e,90,3765,293,20413,2.919134605056418e-07,2.240517807543864e-05
GO:0019955,cytokine binding,MF,e,50,3765,135,20413,3.042384004511766e-07,2.3236653797252793e-05
GO:0003713,transcription coactivator activity,MF,p,22,3765,286,20413,3.0501438888698584e-07,2.3236653797252793e-05
GO:0008528,G protein-coupled peptide receptor activity,MF,e,36,3765,85,20413,3.1031404902071615e-07,2.3552836320672357e-05
GO:0032879,regulation of localization,BP,e,393,3765,1695,20413,3.214519816632651e-07,2.4218806839063572e-05
GO:0043414,macromolecule methylation,BP,p,2,3765,103,20413,3.203468691627523e-07,2.4218806839063572e-05
GO:0042330,taxis,BP,e,83,3765,264,20413,3.4762159323416654e-07,2.5999304051634215e-05
GO:0006935,chemotaxis,BP,e,83,3765,264,20413,3.4762159323416654e-07,2.5999304051634215e-05
GO:0005759,mitochondrial matrix,CC,p,44,3765,449,20413,3.85243565461917e-07,2.8708350498222057e-05
GO:0032543,mitochondrial translation,BP,p,1,3765,91,20413,3.884993383170586e-07,2.874193841202701e-05
GO:0002181,cytoplasmic translation,BP,p,1,3765,91,20413,3.884993383170586e-07,2.874193841202701e-05
GO:1905954,positive regulation of lipid localization,BP,e,36,3765,86,20413,4.222709601010551e-07,3.112805318471555e-05
GO:0120161,regulation of cold-induced thermogenesis,BP,e,52,3765,144,20413,4.4187366473509545e-07,3.2456333374252014e-05
GO:0048729,tissue morphogenesis,BP,e,68,3765,206,20413,4.7666656804976815e-07,3.48868856394425e-05
GO:0070098,chemokine-mediated signaling pathway,BP,e,29,3765,63,20413,4.839074652588625e-07,3.529080315142302e-05
GO:0043933,protein-containing complex organization,BP,p,178,3765,1327,20413,5.029669720830356e-07,3.6550716875523584e-05
GO:0040011,locomotion,BP,e,84,3765,271,20413,5.134313514981762e-07,3.717932397968949e-05
GO:0008186,"ATP-dependent activity, acting on RNA",MF,p,0,3765,75,20413,5.211669937996057e-07,3.747464983836954e-05
GO:0042274,ribosomal small subunit biogenesis,BP,p,0,3765,75,20413,5.211669937996057e-07,3.747464983836954e-05
GO:0010556,regulation of macromolecule biosynthetic process,BP,p,685,3765,4322,20413,5.280111555814792e-07,3.783403010954984e-05
GO:0060090,molecular adaptor activity,MF,p,155,3765,1180,20413,5.758872823779375e-07,4.112075985286088e-05
GO:0043005,neuron projection,CC,e,238,3765,961,20413,5.791187814610273e-07,4.120792079333622e-05
GO:0061630,ubiquitin protein ligase activity,MF,p,32,3765,357,20413,5.946539775836111e-07,4.2166934126716065e-05
GO:0008283,cell population proliferation,BP,e,91,3765,301,20413,6.067475807556021e-07,4.287613162905018e-05
GO:0001216,DNA-binding transcription activator activity,MF,e,112,3765,390,20413,6.274341794208686e-07,4.4185596697154155e-05
GO:0098739,import across plasma membrane,BP,e,60,3765,176,20413,6.869359992456143e-07,4.821020353609718e-05
GO:0043069,negative regulation of programmed cell death,BP,e,182,3765,704,20413,7.021541054646351e-07,4.9110048065825147e-05
GO:0010468,regulation of gene expression,BP,p,666,3765,4206,20413,7.228413547740835e-07,5.0384992800630244e-05
GO:0003724,RNA helicase activity,MF,p,0,3765,71,20413,7.326150753182247e-07,5.089315504575043e-05
GO:0043434,response to peptide hormone,BP,e,84,3765,273,20413,8.369594424703852e-07,5.7750201530456576e-05
GO:0032259,methylation,BP,p,3,3765,111,20413,8.351417567546104e-07,5.7750201530456576e-05
GO:0030532,small nuclear ribonucleoprotein complex,CC,p,1,3765,86,20413,8.779231592915521e-07,6.0373420481079784e-05
GO:0019722,calcium-mediated signaling,BP,e,52,3765,147,20413,9.901880327179498e-07,6.741502775577723e-05
GO:0034764,positive regulation of transmembrane transport,BP,e,52,3765,147,20413,9.901880327179498e-07,6.741502775577723e-05
GO:0005856,cytoskeleton,CC,e,242,3765,986,20413,9.87038513015708e-07,6.741502775577723e-05
GO:2000781,positive regulation of double-strand break repair,BP,p,2,3765,97,20413,1.116506596128367e-06,7.576347574324048e-05
GO:0046883,regulation of hormone secretion,BP,e,69,3765,213,20413,1.1400329010824632e-06,7.710460145835948e-05
GO:0003729,mRNA binding,MF,p,34,3765,366,20413,1.1651049199607097e-06,7.854110238406191e-05
GO:0019222,regulation of metabolic process,BP,p,885,3765,5438,20413,1.1782861951170166e-06,7.904054585682604e-05
GO:0022626,cytosolic ribosome,CC,p,2,3765,98,20413,1.1802277378709202e-06,7.904054585682604e-05
GO:0019783,ubiquitin-like protein peptidase activity,MF,p,3,3765,108,20413,1.210271091168545e-06,8.078855202383386e-05
GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",MF,e,108,3765,378,20413,1.2172756092906703e-06,8.09923021467328e-05
GO:0019216,regulation of lipid metabolic process,BP,e,85,3765,281,20413,1.2919296658306685e-06,8.56812771581485e-05
GO:0035295,tube development,BP,e,45,3765,121,20413,1.3686317629622181e-06,9.047538941414431e-05
GO:0034762,regulation of transmembrane transport,BP,e,95,3765,322,20413,1.40536076123527e-06,9.260468836011057e-05
GO:0051896,regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,BP,e,75,3765,240,20413,1.424120722983517e-06,9.354008325673465e-05
GO:0050900,leukocyte migration,BP,e,58,3765,172,20413,1.5031835568432543e-06,9.841770169453294e-05
GO:0048878,chemical homeostasis,BP,e,191,3765,752,20413,1.5248108741291542e-06,9.95157619220661e-05
GO:0006282,regulation of DNA repair,BP,p,16,3765,225,20413,1.5380687751453427e-06,0.0001000623600287413
GO:0050878,regulation of body fluid levels,BP,e,66,3765,203,20413,1.5865623189189648e-06,0.00010257749759125118
GO:0004540,RNA nuclease activity,MF,p,5,3765,127,20413,1.5867401911104584e-06,0.00010257749759125118
GO:0070603,SWI/SNF superfamily-type complex,CC,p,2,3765,94,20413,1.6823920624592507e-06,0.00010841905828923719
GO:0015935,small ribosomal subunit,CC,p,0,3765,68,20413,1.8836594476763336e-06,0.0001206307283163472
GO:0030856,regulation of epithelial cell differentiation,BP,e,44,3765,118,20413,1.8785665953668012e-06,0.0001206307283163472
GO:0004252,serine-type endopeptidase activity,MF,e,52,3765,149,20413,1.931071954194564e-06,0.00012328179924395388
GO:1903034,regulation of response to wounding,BP,e,50,3765,142,20413,1.9389789293910617e-06,0.00012340215900624542
GO:0045739,positive regulation of DNA repair,BP,p,6,3765,136,20413,2.008625507474438e-06,0.00012743889326524355
GO:0016746,acyltransferase activity,MF,p,82,3765,692,20413,2.018810099578207e-06,0.0001276897387983216
GO:0042995,cell projection,CC,e,393,3765,1725,20413,2.1118299466674097e-06,0.0001331622495294007
GO:0048468,cell development,BP,e,136,3765,505,20413,2.2281523008006823e-06,0.00014006602791505639
GO:0120025,plasma membrane bounded cell projection,CC,e,392,3765,1722,20413,2.427942900700819e-06,0.00015215851334575499
GO:0005604,basement membrane,CC,e,38,3765,98,20413,2.4370938091871945e-06,0.00015226635192583284
GO:0048583,regulation of response to stimulus,BP,e,766,3765,3605,20413,2.454283362893948e-06,0.0001528742521452452
GO:0009889,regulation of biosynthetic process,BP,p,721,3765,4491,20413,2.507039132724309e-06,0.0001556871301421796
GO:0030858,positive regulation of epithelial cell differentiation,BP,e,25,3765,54,20413,2.5841914443409067e-06,0.00015951155201469338
GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,BP,p,4,3765,114,20413,2.577637081695591e-06,0.00015951155201469338
GO:0033293,monocarboxylic acid binding,MF,e,30,3765,70,20413,2.625704682702862e-06,0.00016158728547336262
GO:1903036,positive regulation of response to wounding,BP,e,28,3765,64,20413,2.6700617613841622e-06,0.00016382507687438813
GO:0043066,negative regulation of apoptotic process,BP,e,171,3765,666,20413,2.7197814251280884e-06,0.00016637755446313407
GO:0031982,vesicle,CC,e,689,3765,3214,20413,2.7884629680707577e-06,0.00017007134406152988
GO:0006406,mRNA export from nucleus,BP,p,0,3765,65,20413,2.8020015871314218e-06,0.00017038996594980483
GO:0043114,regulation of vascular permeability,BP,e,24,3765,51,20413,2.8496877689079584e-06,0.00017226740840186073
GO:0006641,triglyceride metabolic process,BP,e,24,3765,51,20413,2.8496877689079584e-06,0.00017226740840186073
GO:0043410,positive regulation of MAPK cascade,BP,e,108,3765,384,20413,2.8645096249325816e-06,0.00017265410512865703
GO:0004518,nuclease activity,MF,p,15,3765,212,20413,2.8917072504624474e-06,0.00017378227766488835
GO:0002009,morphogenesis of an epithelium,BP,e,53,3765,154,20413,2.921802835666924e-06,0.00017507750149509436
GO:0006413,translational initiation,BP,p,0,3765,66,20413,2.995586818522533e-06,0.00017897539554513782
GO:0050808,synapse organization,BP,e,72,3765,231,20413,3.10913122368145e-06,0.0001852192621130929
GO:0006754,ATP biosynthetic process,BP,p,1,3765,79,20413,3.1223134070116325e-06,0.00018546541637649099
GO:0050679,positive regulation of epithelial cell proliferation,BP,e,51,3765,148,20413,3.239206721580849e-06,0.00019185278423513392
GO:0060326,cell chemotaxis,BP,e,56,3765,168,20413,3.2849920935824447e-06,0.00019400387024145544
GO:0071944,cell periphery,CC,e,34,3765,85,20413,3.452982029385439e-06,0.00020333896760975803
GO:0090303,positive regulation of wound healing,BP,e,26,3765,58,20413,3.468591512811514e-06,0.00020367291080815577
GO:0043021,ribonucleoprotein complex binding,MF,p,11,3765,177,20413,3.5857245714803318e-06,0.00020994929612384698
GO:0010565,regulation of ketone metabolic process,BP,e,41,3765,111,20413,3.6905316670078565e-06,0.00021364425268924293
GO:0019957,C-C chemokine binding,MF,e,14,3765,22,20413,3.68491671742226e-06,0.00021364425268924293
GO:0044853,plasma membrane raft,CC,e,41,3765,111,20413,3.6905316670078565e-06,0.00021364425268924293
GO:0006259,DNA metabolic process,BP,p,75,3765,639,20413,3.680141801946876e-06,0.00021364425268924293
GO:0071674,mononuclear cell migration,BP,e,33,3765,81,20413,3.7361380589678837e-06,0.00021567514716177137
GO:1901699,cellular response to nitrogen compound,BP,e,112,3765,404,20413,3.751080794602718e-06,0.00021592949079717277
GO:0005643,nuclear pore,CC,p,2,3765,90,20413,3.828879045574949e-06,0.0002197905273976679
GO:0035150,regulation of tube size,BP,e,40,3765,107,20413,3.879465861085682e-06,0.00022083859414230244
GO:0097746,blood vessel diameter maintenance,BP,e,40,3765,107,20413,3.879465861085682e-06,0.00022083859414230244
GO:0035296,regulation of tube diameter,BP,e,40,3765,107,20413,3.879465861085682e-06,0.00022083859414230244
GO:0046888,negative regulation of hormone secretion,BP,e,25,3765,55,20413,3.910516596314076e-06,0.000221989519690483
GO:0007610,behavior,BP,e,90,3765,309,20413,3.929820732486835e-06,0.00022246910572058763
GO:0031406,carboxylic acid binding,MF,e,61,3765,188,20413,4.190376488643878e-06,0.0002365657999498044
GO:0009925,basal plasma membrane,CC,e,29,3765,68,20413,4.267059150746591e-06,0.00023957491281164357
GO:0015026,coreceptor activity,MF,e,29,3765,68,20413,4.267059150746591e-06,0.00023957491281164357
GO:0140534,endoplasmic reticulum protein-containing complex,CC,p,6,3765,132,20413,4.291191335473434e-06,0.0002402715410870412
GO:0072073,kidney epithelium development,BP,e,24,3765,52,20413,4.369595525171663e-06,0.00024333185080799698
GO:0046887,positive regulation of hormone secretion,BP,e,45,3765,126,20413,4.368205203673769e-06,0.00024333185080799698
GO:0000049,tRNA binding,MF,p,0,3765,62,20413,4.397099281779378e-06,0.00024419987962467427
GO:0032370,positive regulation of lipid transport,BP,e,30,3765,72,20413,4.463287235694995e-06,0.0002472057981651285
GO:0097525,spliceosomal snRNP complex,CC,p,1,3765,76,20413,4.7847392230566044e-06,0.0002642955819355768
GO:0060249,anatomical structure homeostasis,BP,e,42,3765,115,20413,4.839083338848289e-06,0.00026515330177277535
GO:0032368,regulation of lipid transport,BP,e,42,3765,115,20413,4.839083338848289e-06,0.00026515330177277535
GO:0001894,tissue homeostasis,BP,e,42,3765,115,20413,4.839083338848289e-06,0.00026515330177277535
GO:0010608,post-transcriptional regulation of gene expression,BP,p,57,3765,515,20413,4.935280405619615e-06,0.00026970320360630075
GO:0043177,organic acid binding,MF,e,61,3765,190,20413,5.09397838622973e-06,0.0002776353698643773
GO:0061035,regulation of cartilage development,BP,e,22,3765,46,20413,5.2753582417819825e-06,0.00028675839906853627
GO:0008201,heparin binding,MF,e,44,3765,122,20413,5.295179642468558e-06,0.00028707438204525964
GO:0061041,regulation of wound healing,BP,e,42,3765,116,20413,5.647390918807578e-06,0.0003053614303406958
GO:0010232,vascular transport,BP,e,34,3765,87,20413,5.687542499309786e-06,0.000305918132384135
GO:0150104,transport across blood-brain barrier,BP,e,34,3765,87,20413,5.687542499309786e-06,0.000305918132384135
GO:0005179,hormone activity,MF,e,32,3765,79,20413,5.906435931348993e-06,0.00031434750810971406
GO:0051052,regulation of DNA metabolic process,BP,p,49,3765,459,20413,5.916545536095921e-06,0.00031434750810971406
GO:0048522,positive regulation of cellular process,BP,e,1047,3765,5081,20413,5.882792137698662e-06,0.00031434750810971406
GO:0098637,protein complex involved in cell-matrix adhesion,CC,e,13,3765,20,20413,5.90029228281777e-06,0.00031434750810971406
GO:0032355,response to estradiol,BP,e,37,3765,98,20413,5.9209553569682145e-06,0.00031434750810971406
